,Country,City,AccentCity,Region,Population,Latitude,Longitude
152347,au,bulwer,Bulwer,04,,-27.066667,153.366667
152348,au,bulwer cottages,Bulwer Cottages,04,,-27.066667,153.366667
152349,au,bulyee,Bulyee,08,,-32.366667,117.516667
152350,au,bumbaldry,Bumbaldry,02,,-33.9,148.466667
152351,au,bumberrah,Bumberrah,07,,-37.8,147.833333
152352,au,bumberry,Bumberry,02,,-33.2,148.48333300000002
152353,au,bumbunga,Bumbunga,05,,-33.916667,138.23333300000002
152354,au,bunaloo,Bunaloo,02,,-35.783333,144.583333
152355,au,bunbartha,Bunbartha,07,,-36.216667,145.316667
152356,au,bunburra,Bunburra,04,,-28.066667,152.683333
152357,au,bunbury,Bunbury,08,26370.0,-33.32711,115.641373
152358,au,bundaberg,Bundaberg,04,52478.0,-24.866211,152.3479
152359,au,bundaburra,Bundaburra,02,,-33.516667,147.716667
152360,au,bundaburrah,Bundaburrah,02,,-33.516667,147.716667
152361,au,bundalaguah,Bundalaguah,07,,-38.033333,147.01666699999998
152362,au,bundaleer,Bundaleer,05,,-33.466667,138.533333
152363,au,bundalong,Bundalong,07,,-36.033333,146.166667
152364,au,bundalong south,Bundalong South,07,,-36.1,146.183333
152365,au,bundamba,Bundamba,04,,-27.616667,152.8
152366,au,bundannon,Bundannon,02,,-34.9,150.51666699999998
152367,au,bundanoon,Bundanoon,02,,-34.658508000000005,150.299133
152368,au,bunda north,Bunda North,02,,-33.65,145.683333
152369,au,bundarra,Bundarra,02,,-30.17211,151.076187
152370,au,bundeena,Bundeena,02,,-34.085018,151.15113799999995
152371,au,bundella,Bundella,02,,-31.583333000000003,149.98333300000002
152372,au,bundella creek,Bundella Creek,02,,-31.666667,150.05
152373,au,bundera bundera,Bundera Bundera,08,,-22.4,113.8
152374,au,bunding,Bunding,07,,-37.516667,144.166667
152375,au,bundook,Bundook,02,,-31.883333,152.133333
152376,au,bundoora,Bundoora,07,,-37.7,145.05
152377,au,bundure,Bundure,02,,-35.166667,146.0
152378,au,buneru,Buneru,04,,-23.95,150.166667
152379,au,bungadoo,Bungadoo,04,,-24.983333,152.066667
152380,au,bungalally,Bungalally,07,,-36.8,142.25
152381,au,bungalow flat,Bungalow Flat,02,,-33.25,151.333333
152382,au,bungaree,Bungaree,05,,-33.75,138.566667
152383,au,bungaree,Bungaree,07,,-37.566667,144.0
152384,au,bungaree norah,Bungaree Norah,02,,-33.283333,151.566667
152385,au,bungarre,Bungarre,07,,-37.566667,144.0
152386,au,bungawalbin,Bungawalbin,02,,-29.033333,153.283333
152387,au,bung bong,Bung Bong,07,,-37.066667,143.616667
152388,au,bungeet,Bungeet,07,,-36.3,146.05
152389,au,bungeluke,Bungeluke,07,,-36.066667,143.383333
152390,au,bungendore,Bungendore,02,,-35.256519,149.439987
152391,au,bungeworgorai,Bungeworgorai,04,,-26.583333000000003,148.716667
152392,au,bungil,Bungil,07,,-36.066667,147.35
152393,au,bungonia,Bungonia,02,,-34.85,149.95
152394,au,bungowannah,Bungowannah,02,,-36.016667,146.76666699999998
152395,au,bungulla,Bungulla,02,,-29.133333,151.98333300000002
152396,au,bungulluping,Bungulluping,08,,-31.966667,118.233333
152397,au,bungunya,Bungunya,04,,-28.433333,149.65
152398,au,bungwahl,Bungwahl,02,,-32.4,152.45
152399,au,buniche,Buniche,08,,-33.0,118.816667
152400,au,buninyong,Buninyong,07,,-37.650188,143.883881
152401,au,bunjil,Bunjil,08,,-29.65,116.366667
152402,au,bunketch,Bunketch,08,,-30.433333,117.166667
152403,au,bunnabunoo,Bunnabunoo,02,,-32.5,151.533333
152404,au,bunnaby,Bunnaby,02,,-34.45,149.98333300000002
152405,au,bunnaloo,Bunnaloo,02,,-35.783333,144.583333
152406,au,bunnan,Bunnan,02,,-32.05,150.583333
152407,au,buntine,Buntine,08,,-29.983333,116.566667
152408,au,bunyah,Bunyah,02,,-32.166667,152.216667
152409,au,bunyip,Bunyip,07,,-38.097889,145.716064
152410,au,burabadji,Burabadji,08,,-31.216667,116.8
152411,au,buraja,Buraja,02,,-35.866667,146.366667
152412,au,burakin,Burakin,08,,-30.516667,117.166667
152413,au,buralyang,Buralyang,02,,-33.966667,146.76666699999998
152414,au,buramilong,Buramilong,02,,-31.666667,148.5
152415,au,burbanks,Burbanks,08,,-31.05,121.133333
152416,au,burbidge,Burbidge,08,,-31.55,119.566667
152417,au,burcher,Burcher,02,,-33.533333,147.25
152418,au,burdett,Burdett,02,,-33.416667,148.6
152419,au,burekup,Burekup,08,,-33.307072,115.813683
152420,au,burges,Burges,08,,-31.816667,116.783333
152421,au,burgooney,Burgooney,02,,-33.383333,146.583333
152422,au,burkes flat,Burkes Flat,07,,-36.65,143.55
152423,au,burketown,Burketown,04,,-17.741051000000002,139.547745
152424,au,burleigh,Burleigh,04,,-28.1,153.45
152425,au,burleigh,Burleigh,07,,-37.833333,145.433333
152426,au,burleigh heads,Burleigh Heads,04,,-28.1,153.45
152427,au,burlington,Burlington,07,,-37.033333,145.23333300000002
152428,au,burnbank,Burnbank,07,,-37.233333,143.6
152429,au,burncluith,Burncluith,04,,-26.633333,150.716667
152430,au,burndale,Burndale,07,,-38.483333,145.666667
152431,au,burnett heads,Burnett Heads,04,,-24.764681,152.412704
152432,au,burngup,Burngup,08,,-33.033333,118.7
152433,au,burnie,Burnie,06,19976.0,-41.05584,145.903748
152434,au,burnima,Burnima,02,,-36.866667,149.25
152435,au,burnley,Burnley,07,,-37.833333,145.0
152436,au,burnley north,Burnley North,07,,-37.816667,145.0
152437,au,burns,Burns,02,,-32.083333,141.0
152438,au,burnside,Burnside,05,,-34.933333000000005,138.65
152439,au,burnt bridge,Burnt Bridge,02,,-31.1,152.816667
152440,au,burnt yards,Burnt Yards,02,,-33.583333,149.01666699999998
152441,au,buronga,Buronga,02,,-34.170341,142.18151899999998
152442,au,burpengary,Burpengary,04,8280.0,-27.161131,152.959442
152443,au,burra,Burra,05,,-33.671711,138.928345
152444,au,burracoppin,Burracoppin,08,,-31.383333,118.483333
152445,au,burradoo,Burradoo,02,,-34.5,150.4
152446,au,burraga,Burraga,02,,-33.95,149.533333
152447,au,burragate,Burragate,02,,-37.0,149.616667
152448,au,burragorang,Burragorang,02,,-34.05,150.416667
152449,au,burramine south,Burramine South,07,,-36.05,145.866667
152450,au,burrandong,Burrandong,02,,-32.683333000000005,149.166667
152451,au,burraneer,Burraneer,02,,-34.066666999999995,151.133333
152452,au,burran rock,Burran Rock,08,,-31.25,118.0
152453,au,burrapine,Burrapine,02,,-30.733333,152.633333
152454,au,burrawang,Burrawang,02,,-34.6,150.51666699999998
152455,au,burrell creek,Burrell Creek,02,,-31.933333,152.3
152456,au,burren junction,Burren Junction,02,,-30.116667,148.966667
152457,au,burrereo,Burrereo,07,,-36.516667,142.73333300000002
152458,au,burrier,Burrier,02,,-34.883333,150.466667
152459,au,burrill lake,Burrill Lake,02,,-35.38921,150.443695
152460,au,burringbar,Burringbar,02,,-28.435801,153.473236
152461,au,burrinjuck,Burrinjuck,02,,-35.0,148.6
152462,au,burrowye,Burrowye,07,,-36.033333,147.55
152463,au,burrumba,Burrumba,04,,-25.2,152.533333
152464,au,burrumbeet,Burrumbeet,07,,-37.466667,143.666667
152465,au,burrumbela,Burrumbela,02,,-35.783333,149.95
152466,au,burrum,Burrum,04,,-25.333333,152.583333
152467,au,burrum,Burrum,07,,-36.616667,142.73333300000002
152468,au,burrumbuttock,Burrumbuttock,02,,-35.8,146.783333
152469,au,burrum heads,Burrum Heads,04,,-25.18457,152.612625
152470,au,burrungule,Burrungule,05,,-31.733333,140.583333
152471,au,burtville,Burtville,08,,-28.783333,122.65
152472,au,burua,Burua,04,,-23.95,151.216667
152473,au,burwood,Burwood,02,,-33.883333,151.1
152474,au,burwood,Burwood,07,,-37.85,145.083333
152475,au,burwood east,Burwood East,07,,-37.85,145.15
152476,au,burwood west,Burwood West,07,,-37.85,145.083333
152477,au,busbys flat,Busbys Flat,02,,-29.033333,152.8
152478,au,bushfield,Bushfield,07,,-38.333333,142.51666699999998
152479,au,bushland beach,Bushland Beach,04,,-19.191339000000003,146.676819
152480,au,bushley,Bushley,04,,-23.533333,150.25
152481,au,bushy park,Bushy Park,06,,-42.7,146.9
152482,au,bushy park,Bushy Park,07,,-37.866667,147.033333
152483,au,busselton,Busselton,08,12374.0,-33.652489,115.345497
152484,au,bustard head,Bustard Head,04,,-24.033333,151.76666699999998
152485,au,butcher creek,Butcher Creek,04,,-17.35,145.683333
152486,au,butchers creek,Butchers Creek,04,,-17.35,145.683333
152487,au,bute,Bute,05,,-33.865608,138.00659199999998
152488,au,buthurra,Buthurra,04,,-20.983333,148.866667
152489,au,butingitch,Butingitch,07,,-37.285419,142.927277
152490,au,butler,Butler,05,,-34.116667,136.1
152491,au,butlers gorge,Butlers Gorge,06,,-42.283333,146.283333
152492,au,butler tanks,Butler Tanks,05,,-34.1,136.166667
152493,au,buxton,Buxton,02,,-34.26017,150.532883
152494,au,buxton,Buxton,04,,-25.2,152.533333
152495,au,buxton,Buxton,07,,-37.416667,145.716667
152496,au,byabarra,Byabarra,02,,-31.533333,152.55
152497,au,byaduk,Byaduk,07,,-37.95,141.966667
152498,au,byaduk north,Byaduk North,07,,-37.9,141.966667
152499,au,byanbunnoo,Byanbunnoo,04,,-27.55,148.75
152500,au,byangum,Byangum,02,,-28.35,153.366667
152501,au,byee,Byee,04,,-26.183333,151.85
152502,au,byer,Byer,04,,-21.15,148.6
152503,au,byerock,Byerock,02,,-30.65,146.4
152504,au,byfield,Byfield,04,,-22.833333,150.666667
152505,au,byford,Byford,08,,-32.220989,116.009003
152506,au,bygalorie,Bygalorie,02,,-33.466667,146.8
152507,au,bygoo,Bygoo,02,,-34.266667,146.866667
152508,au,bylands,Bylands,07,,-37.35,144.966667
152509,au,bylong,Bylong,02,,-32.333333,150.116667
152510,au,bymount,Bymount,04,,-26.066667,148.533333
152511,au,byng,Byng,02,,-33.35,149.166667
152512,au,byrneside,Byrneside,07,,-36.416667,145.183333
152513,au,byrnestown,Byrnestown,04,,-25.516667,151.75
152514,au,byrneville,Byrneville,07,,-36.5,142.35
152515,au,byrock,Byrock,02,,-30.65,146.4
152516,au,byron bay,Byron Bay,02,6764.0,-28.64201,153.61193799999998
152517,au,byron,Byron,02,,-29.683333,151.1
152518,au,byron shire,Byron Shire,02,,-28.616667,153.51666699999998
152519,au,bywong,Bywong,02,,-35.166667,149.333333
152520,au,cabanda,Cabanda,04,,-27.616667,152.583333
152521,au,cabandilla,Cabandilla,04,,-26.633333,151.066667
152522,au,cabarita,Cabarita,07,,-34.197491,142.084473
152523,au,cabarlah,Cabarlah,04,,-27.433333,152.0
152524,au,cabawin,Cabawin,04,,-27.333333000000003,150.25
152525,au,caboolture,Caboolture,04,21478.0,-27.08465,152.951096
152526,au,caboonbah,Caboonbah,04,,-27.15,152.48333300000002
152527,au,cabramurra,Cabramurra,02,,-35.935669,148.383881
152528,au,cadell,Cadell,05,,-34.033333,139.75
152529,au,cadgee,Cadgee,02,,-36.15,149.916667
152530,au,cadia,Cadia,02,,-33.466667,149.0
152531,au,cadjangarry,Cadjangarry,02,,-36.433333000000005,149.85
152532,au,cadoux,Cadoux,08,,-30.783333,117.133333
152533,au,caffey,Caffey,04,,-27.7,152.216667
152534,au,cairns,Cairns,04,154318.0,-16.92304,145.766251
152535,au,caitup,Caitup,08,,-33.75,121.85
152536,au,cajildry,Cajildry,02,,-31.983333,147.333333
152537,au,calarie,Calarie,02,,-33.333333,148.01666699999998
152538,au,calca,Calca,05,,-33.083333,134.35
152539,au,calcarra,Calcarra,08,,-31.133333,116.466667
152540,au,caldermeade,Caldermeade,07,,-38.25,145.533333
152541,au,caldwell,Caldwell,02,,-35.633333,144.5
152542,au,calen,Calen,04,,-20.897511,148.771149
152543,au,calimpa,Calimpa,02,,-29.366667,150.15
152544,au,calingiri,Calingiri,08,,-31.1,116.45
152545,au,caliph,Caliph,05,,-34.666667,140.283333
152546,au,calivil,Calivil,07,,-36.266667,144.066667
152547,au,callala bay,Callala Bay,02,,-34.995602000000005,150.721634
152548,au,cal lal,Cal Lal,02,,-34.066666999999995,141.083333
152549,au,callandoon north,Callandoon North,04,,-28.483333,150.183333
152550,au,callawadda,Callawadda,07,,-36.8,142.8
152551,au,callawadda south,Callawadda South,07,,-36.9,142.8
152552,au,calleen,Calleen,02,,-33.783333,147.1
152553,au,callide,Callide,04,,-24.316667,150.466667
152554,au,callignee,Callignee,07,,-38.333333,146.583333
152555,au,callignee north,Callignee North,07,,-38.316667,146.6
152556,au,callignee south,Callignee South,07,,-38.383333,146.616667
152557,au,callington,Callington,05,,-35.11977,139.041397
152558,au,calliope,Calliope,04,,-24.00705,151.200333
152559,au,callo,Callo,02,,-36.616667,150.033333
152560,au,caloola,Caloola,02,,-33.6,149.433333
152561,au,caloote,Caloote,05,,-34.966667,139.26666699999998
152562,au,caloundra,Caloundra,04,38714.0,-26.797091,153.13771100000002
152563,au,calpatanna,Calpatanna,05,,-33.016667,134.366667
152564,au,calrossie,Calrossie,07,,-38.483333,146.666667
152565,au,caltowie,Caltowie,05,,-33.183333000000005,138.48333300000002
152566,au,calulu,Calulu,07,,-37.8,147.51666699999998
152567,au,calvert,Calvert,04,,-27.666667,152.51666699999998
152568,au,cambalong,Cambalong,02,,-36.816667,149.083333
152569,au,cambelltown,Cambelltown,05,,-34.883333,138.666667
152570,au,camberwarra,Camberwarra,02,,-34.823349,150.559402
152571,au,camberwell,Camberwell,02,,-32.483333,151.083333
152572,au,camberwell,Camberwell,07,,-37.833333,145.066667
152573,au,camberwell east,Camberwell East,07,,-37.816667,145.083333
152574,au,camberwell north,Camberwell North,07,,-37.816667,145.066667
152575,au,camberwell south,Camberwell South,07,,-37.833333,145.066667
152576,au,cambewarra,Cambewarra,02,,-34.823349,150.559402
152577,au,camboon,Camboon,02,,-32.716667,149.966667
152578,au,camboon,Camboon,04,,-25.05,150.433333
152579,au,cambooya,Cambooya,04,,-27.705481,151.860657
152580,au,cambrai,Cambrai,05,,-34.65,139.283333
152581,au,cambrian hill,Cambrian Hill,07,,-37.633333,143.833333
152582,au,cambridge,Cambridge,06,,-42.833333,147.45
152583,au,camden,Camden,02,,-34.05,150.7
152584,au,camden haven,Camden Haven,02,,-31.64484,152.794617
152585,au,camden west,Camden West,02,,-34.045390999999995,150.67025800000002
152586,au,cameby,Cameby,04,,-26.6,150.48333300000002
152587,au,camenana,Camenana,06,,-41.183333000000005,145.966667
152588,au,camerons pocket,Camerons Pocket,04,,-20.95,148.716667
152589,au,camira creek,Camira Creek,02,,-29.25,152.966667
152590,au,cammeray,Cammeray,02,,-33.8225,151.215833
152591,au,camoola,Camoola,04,,-22.983333,144.48333300000002
152592,au,camooweal,Camooweal,04,,-19.921539000000003,138.120132
152593,au,campania,Campania,06,,-42.66478,147.423187
152594,au,campbell,Campbell,01,,-35.3,149.15
152595,au,campbellfield,Campbellfield,07,,-37.683333000000005,144.95
152596,au,campbellfields,Campbellfields,02,,-34.433333000000005,148.633333
152597,au,campbell park,Campbell Park,05,,-35.633333,139.183333
152598,au,campbells bridge,Campbells Bridge,07,,-36.933333000000005,142.783333
152599,au,campbells creek,Campbells Creek,07,,-37.086651,144.202026
152600,au,campbells forest,Campbells Forest,07,,-36.6,144.133333
152601,au,campbells plains,Campbells Plains,04,,-28.15,152.1
152602,au,campbelltown,Campbelltown,02,,-34.066666999999995,150.816667
152603,au,campbelltown,Campbelltown,05,,-34.883333,138.666667
152604,au,campbell town,Campbell Town,06,,-41.92561,147.493896
152605,au,campbelltown,Campbelltown,07,,-37.2,143.95
152606,au,campbelltown municipality,Campbelltown Municipality,02,,-34.083333,150.833333
152607,au,campbelltown south,Campbelltown South,02,,-34.1,150.816667
152608,au,camp creek,Camp Creek,02,,-28.85,151.033333
152609,au,camperdown,Camperdown,02,,-33.9,151.183333
152610,au,camperdown,Camperdown,07,,-38.233921,143.149826
152611,au,camp fire,Camp Fire,02,,-31.183333,151.433333
152612,au,campion,Campion,08,,-31.033333,118.483333
152613,au,camp mountain,Camp Mountain,04,,-27.4,152.883333
152614,au,campwin beach,Campwin Beach,04,,-21.374201,149.314529
152615,au,camurra,Camurra,02,,-29.4,149.916667
152616,au,canadian,Canadian,07,,-37.583333,143.883333
152617,au,canalpin,Canalpin,04,,-27.586389,153.410833
152618,au,canary island,Canary Island,07,,-35.983333,143.85
152619,au,canary island south,Canary Island South,07,,-36.05,143.866667
152620,au,canbelego,Canbelego,02,,-31.566667,146.316667
152621,au,canberra,Canberra,01,324025.0,-35.27603,149.13435
152622,au,cancanning,Cancanning,08,,-33.133333,117.566667
152623,au,candelo,Candelo,02,,-36.76767,149.694672
152624,au,cangai,Cangai,02,,-29.5,152.48333300000002
152625,au,cania,Cania,04,,-24.633333,150.966667
152626,au,canimbla,Canimbla,02,,-33.75,148.583333
152627,au,canna,Canna,08,,-28.9,115.85
152628,au,cannawigara,Cannawigara,05,,-36.25,140.666667
152629,au,cannie,Cannie,07,,-35.733333,143.433333
152630,au,cannington,Cannington,08,,-32.016667,115.95
152631,au,cannon creek,Cannon Creek,04,,-28.583333000000003,151.866667
152632,au,cannonvale,Cannonvale,04,,-20.27681,148.697586
152633,au,cannon valley,Cannon Valley,04,,-20.283333,148.683333
152634,au,cann river,Cann River,07,,-37.565819,149.151001
152635,au,cannum,Cannum,07,,-36.3,142.25
152636,au,canoblas,Canoblas,02,,-33.3,149.066667
152637,au,canobolas,Canobolas,02,,-33.3,149.066667
152638,au,canoelands,Canoelands,02,,-33.5,151.066667
152639,au,canoona,Canoona,04,,-23.083333,150.26666699999998
152640,au,canowie belt,Canowie Belt,05,,-33.183333000000005,138.75
152641,au,canowie,Canowie,05,,-33.4,138.75
152642,au,canowindra,Canowindra,02,,-33.562469,148.66433700000002
152643,au,canterbury,Canterbury,04,,-25.383333,141.883333
152644,au,canterbury,Canterbury,07,,-37.833333,145.083333
152645,au,canungra,Canungra,04,,-28.016890000000004,153.165253
152646,au,canyan leigh,Canyan Leigh,02,,-34.583333,150.1
152647,au,canyon leigh,Canyon Leigh,02,,-34.583333,150.1
152648,au,capalaba,Capalaba,04,,-27.516667,153.183333
152649,au,cape barren island,Cape Barren Island,06,,-40.383333,148.01666699999998
152650,au,cape bridgewater,Cape Bridgewater,07,,-38.35,141.433333
152651,au,cape bridgewater lower,Cape Bridgewater Lower,07,,-38.35,141.433333
152652,au,cape clear,Cape Clear,07,,-37.783333,143.616667
152653,au,capeen,Capeen,02,,-28.666667,152.583333
152654,au,capel,Capel,08,,-33.558079,115.562782
152655,au,capella,Capella,04,,-23.08531,148.024277
152656,au,capels crossing,Capels Crossing,07,,-35.633333,143.433333
152657,au,cape otway,Cape Otway,07,,-38.85,143.51666699999998
152658,au,cape paterson,Cape Paterson,07,,-38.670891,145.621277
152659,au,capercup,Capercup,08,,-33.516667,116.733333
152660,au,cape river,Cape River,04,,-20.466667,145.48333300000002
152661,au,capertee,Capertee,02,,-33.15,149.98333300000002
152662,au,cape york,Cape York,04,,-10.716667,142.466667
152663,au,cape york telegraph station,Cape York Telegraph Station,04,,-10.716667,142.466667
152664,au,caping,Caping,04,,-20.616667,148.583333
152665,au,captains flat,Captains Flat,02,,-35.591099,149.44523600000002
152666,au,carabost,Carabost,02,,-35.6,147.716667
152667,au,caragabal,Caragabal,02,,-33.833333,147.75
152668,au,carag carag,Carag Carag,07,,-36.466667,144.916667
152669,au,caralue,Caralue,05,,-33.366667,136.2
152670,au,caralulup,Caralulup,07,,-37.2,143.633333
152671,au,caramut,Caramut,07,,-37.95,142.51666699999998
152672,au,carani,Carani,08,,-30.983333,116.4
152673,au,carapooee,Carapooee,07,,-36.7,143.333333
152674,au,carapook,Carapook,07,,-37.55,141.533333
152675,au,caravonica,Caravonica,04,,-16.866630999999998,145.678391
152676,au,carawa,Carawa,05,,-32.383333,134.2
152677,au,carbarup,Carbarup,08,,-34.516667,117.7
152678,au,carbeen,Carbeen,04,,-17.15,145.433333
152679,au,carbine,Carbine,08,,-30.483333,120.9
152680,au,carboor,Carboor,07,,-36.633333,146.55
152681,au,carboor upper,Carboor Upper,07,,-36.666667,146.533333
152682,au,carbrook,Carbrook,04,,-27.683333,153.25
152683,au,carbunup,Carbunup,08,,-33.7,115.183333
152684,au,carcoar,Carcoar,02,,-33.6,149.133333
152685,au,cardiff,Cardiff,02,,-32.95,151.666667
152686,au,cardigan,Cardigan,07,,-37.533333,143.75
152687,au,cardigan village,Cardigan Village,07,,-37.51091,143.706161
152688,au,cardinia,Cardinia,07,,-38.15,145.416667
152689,au,cardup,Cardup,08,,-32.25,116.0
152690,au,cardwell,Cardwell,04,,-18.263321,146.02293400000002
152691,au,carey gully,Carey Gully,05,,-34.966667,138.76666699999998
152692,au,carey's gully,Carey's Gully,05,,-34.966667,138.76666699999998
152693,au,cargerie,Cargerie,07,,-37.8,143.966667
152694,au,cargo,Cargo,02,,-33.423092,148.809326
152695,au,carilla,Carilla,08,,-32.033333,116.133333
152696,au,carina,Carina,07,,-35.25,141.1
152697,au,carinda,Carinda,02,,-30.466667,147.683333
152698,au,caringbah,Caringbah,02,,-34.05,151.133333
152699,au,carinyah,Carinyah,08,,-32.083333,116.166667
152700,au,carisbrook,Carisbrook,07,,-37.04808,143.81665
152701,au,carlecatup,Carlecatup,08,,-33.833333,117.333333
152702,au,carlingford,Carlingford,02,,-33.783333,151.05
152703,au,carlisle river,Carlisle River,07,,-38.566667,143.383333
152704,au,carlsruhe,Carlsruhe,07,,-37.283333,144.5
152705,au,carlton,Carlton,06,,-42.866667,147.683333
152706,au,carlton,Carlton,07,,-37.8,144.966667
152707,au,carlton north,Carlton North,07,,-37.783333,144.966667
152708,au,carlton south,Carlton South,07,,-37.8,144.966667
152709,au,carmel,Carmel,08,,-32.016667,116.1
152710,au,carmila,Carmila,04,,-21.916667,149.416667
152711,au,carmila west,Carmila West,04,,-21.916667,149.35
152712,au,carnage,Carnage,08,,-30.383333,120.933333
152713,au,carnamah,Carnamah,08,,-29.6887,115.885948
152714,au,carnarvon,Carnarvon,06,,-43.15,147.85
152715,au,carnarvon,Carnarvon,08,7392.0,-24.88073,113.659401
152716,au,carnavon,Carnavon,06,,-43.15,147.85
152717,au,carnegie,Carnegie,07,,-37.883333,145.066667
152718,au,carngham,Carngham,07,,-37.583333,143.583333
152719,au,caroda,Caroda,02,,-30.0,150.4
152720,au,caroline,Caroline,05,,-37.9,140.933333
152721,au,caroline springs,Caroline Springs,07,,-37.745,144.74
152722,au,caroling,Caroling,08,,-32.066666999999995,117.5
152723,au,caron,Caron,08,,-29.583333000000003,116.3
152724,au,carool,Carool,02,,-28.233333,153.416667
152725,au,caroona,Caroona,02,,-31.4,150.416667
152726,au,carpa,Carpa,05,,-33.75,136.683333
152727,au,carpendeit,Carpendeit,07,,-38.383333,143.26666699999998
152728,au,carpina,Carpina,02,,-32.316666999999995,146.683333
152729,au,carrabin,Carrabin,08,,-31.383333,118.683333
152730,au,carrajung,Carrajung,07,,-38.366667,146.683333
152731,au,carrajung lower,Carrajung Lower,07,,-38.4,146.73333300000002
152732,au,carrajung south,Carrajung South,07,,-38.383333,146.73333300000002
152733,au,carranballac,Carranballac,07,,-37.7,143.216667
152734,au,carrar,Carrar,04,,-20.75,143.1
152735,au,carrathool,Carrathool,02,,-34.416667,145.433333
152736,au,carrickalinga,Carrickalinga,05,,-35.426497999999995,138.327087
152737,au,carrick,Carrick,02,,-34.7,149.883333
152738,au,carrick,Carrick,06,,-41.531769,147.00608799999998
152739,au,carrieton,Carrieton,05,,-32.433333000000005,138.533333
152740,au,carrington,Carrington,02,,-32.666667,152.01666699999998
152741,au,carripook,Carripook,05,,-35.016667,138.75
152742,au,carroll,Carroll,02,,-30.983333,150.433333
152743,au,carroll gap,Carroll Gap,02,,-30.933333,150.533333
152744,au,carrolls gap,Carrolls Gap,02,,-30.933333,150.533333
152745,au,carrolup,Carrolup,08,,-33.75,117.433333
152746,au,carron,Carron,07,,-36.3,142.716667
152747,au,carrow brook,Carrow Brook,02,,-32.3,151.316667
152748,au,carrow,Carrow,05,,-34.118752,136.348267
152749,au,carrs creek,Carrs Creek,02,,-29.65,152.933333
152750,au,carruchan,Carruchan,04,,-18.216667,145.916667
152751,au,carrum,Carrum,07,,-38.083333,145.133333
152752,au,carrum downs,Carrum Downs,07,,-38.099682,145.17248500000002
152753,au,carrum north,Carrum North,07,,-38.05,145.15
152754,au,carstairs,Carstairs,04,,-19.65,147.4
152755,au,cartacup,Cartacup,08,,-33.566666999999995,119.816667
152756,au,cartmeticup,Cartmeticup,08,,-33.466667,117.533333
152757,au,carwarp,Carwarp,07,,-34.466667,142.2
152758,au,cascade,Cascade,02,,-30.233333,152.783333
152759,au,cascades,Cascades,06,,-42.916667,147.26666699999998
152760,au,cascade station,Cascade Station,00,,-29.033333,167.966667
152761,au,cashmore,Cashmore,07,,-38.316667,141.48333300000002
152762,au,casino,Casino,02,9539.0,-28.858191,153.04748500000002
152763,au,casino municipality,Casino Municipality,02,,-28.866667,153.05
152764,au,cassady,Cassady,04,,-18.633333,146.333333
152765,au,cassidy,Cassidy,04,,-18.633333,146.333333
152766,au,cassilis,Cassilis,02,,-32.0,149.98333300000002
152767,au,cassilis,Cassilis,07,,-37.216667,147.6
152768,au,cassowary,Cassowary,04,,-16.5,145.4
152769,au,castella,Castella,07,,-37.516667,145.433333
152770,au,casterton,Casterton,07,,-37.584888,141.40296899999998
152771,au,castlecrag,Castlecrag,02,,-33.8,151.216667
152772,au,castledean,Castledean,04,,-26.533333,150.26666699999998
152773,au,castle doyle,Castle Doyle,02,,-30.616667,151.76666699999998
152774,au,castle hill,Castle Hill,02,,-33.733333,151.0
152775,au,castlemaine,Castlemaine,07,6604.0,-37.067089,144.21684299999998
152776,au,castle mountain,Castle Mountain,02,,-31.516667,150.75
152777,au,catamaran,Catamaran,06,,-43.55,146.9
152778,au,catani,Catani,07,,-38.2,145.633333
152779,au,cathcart,Cathcart,02,,-36.833333,149.366667
152780,au,catherine hill bay,Catherine Hill Bay,02,,-33.166667,151.633333
152781,au,cathkin,Cathkin,07,,-37.15,145.583333
152782,au,cathu,Cathu,04,,-20.816667,148.633333
152783,au,cathundral,Cathundral,02,,-31.916667,147.833333
152784,au,caulfield,Caulfield,07,,-37.883333,145.01666699999998
152785,au,caulfield east,Caulfield East,07,,-37.883333,145.05
152786,au,caulfield junction,Caulfield Junction,07,,-37.866667,145.01666699999998
152787,au,caulfield north,Caulfield North,07,,-37.866667,145.0
152788,au,caulfield south,Caulfield South,07,,-37.883333,145.033333
152789,au,caurnamont,Caurnamont,05,,-34.85,139.583333
152790,au,cavendish,Cavendish,07,,-37.516667,142.033333
152791,au,caversham,Caversham,08,,-31.883333,115.966667
152792,au,caveside,Caveside,06,,-41.616667,146.416667
152793,au,cawarral,Cawarral,04,,-23.266667,150.666667
152794,au,cawdor,Cawdor,02,,-34.1,150.666667
152795,au,cawdor,Cawdor,04,,-27.466667,151.9
152796,au,caweambah,Caweambah,02,,-32.663509000000005,152.15403700000002
152797,au,cawongla,Cawongla,02,,-28.6,153.1
152798,au,cecil plains,Cecil Plains,04,,-27.53318,151.196228
152799,au,cedar brush,Cedar Brush,02,,-33.166667,151.283333
152800,au,cedar grove,Cedar Grove,04,,-27.866667,152.98333300000002
152801,au,cedar party creek,Cedar Party Creek,02,,-31.8,152.383333
152802,au,cedar point,Cedar Point,02,,-28.683333,153.0
152803,au,cedarton,Cedarton,04,,-26.85,152.816667
152804,au,ceduna,Ceduna,05,,-32.121559000000005,133.678665
152805,au,celebration,Celebration,08,,-31.016667,121.583333
152806,au,cement hills,Cement Hills,04,,-28.333333000000003,151.5
